post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P108560,2025-06-18,TikTok,Education,"online learning, school reopening, edtech","#Scholarship, #Education, #StudentLife",Positive,0.66,Verified/Celebrity,45-54,North America,1870433,92030,12681,972.0,995
P108137,2025-12-15,Instagram,Politics,legislation,"#Vote, #PolicyReform, #Government",NEUTRAL,-0.021,Regular User,18-24,Australia/Oceania,211,6,0,0.0,0
P104025,2025-06-24,TikTok,Sports,transfer news,"#TeamSpirit, #GameDay, #MatchDay",Positive,0.225,Micro-Influencer,35-44,Australia/Oceania,47432,1158,117,12.0,9
P109436,2025-03-15,LinkedIn,Climate & Environment,sustainability,"#ClimateAction, #Conservation",Negative,-0.507,Regular User,35-44,North America,1585,16,1,0.0,0
P100543,2025-03-17,LinkedIn,Technology,"data privacy, cloud computing, startup",#FutureTech,Positive,0.304,Regular User,25-34,South America,842,12,1,0.0,0
P111589,2025-04-01,YouTube,Health & Wellness,fitness routine,#Fitness,Negative,-0.927,Regular User,13-17,South Asia,903,112,6,1.0,0
P108898,2025-10-22,TikTok,Education,online learning,"#EdTech, #Scholarship, #Exams",Negative,-0.16,Regular User,25-34,Middle East,872,120,13,0.0,2
P109522,2025-01-16,Twitter/X,Health & Wellness,sleep health,"#MentalHealthMatters, #Fitness, #Yoga",Negative,-0.199,Micro-Influencer,13-17,Africa,47508,1097,88,18.0,11
P100560,2025-01-07,Facebook,Climate & Environment,"flooding, climate change, conservation","#Conservation, #RenewableEnergy, #ClimateChange",Positive,0.178,Macro-Influencer,25-34,Africa,365948,1776,220,18.0,16
P109559,2025-11-03,Twitter/X,Sports,injury update,#Championship,Positive,0.451,Regular User,25-34,Southeast Asia,1242,215,19,3.0,4
P107923,2025-02-01,Facebook,Technology,"data privacy, ChatGPT","#TechNews, #5G",Positive,0.459,Regular User,35-44,Africa,1702,31,4,0.0,0
P103362,2025-05-28,Instagram,Climate & Environment,"flooding, sustainability","#ClimateAction, #GoGreen",Negative,-0.859,Regular User,18-24,Middle East,1918,289,20,2.0,1
P102093,2025-05-06,Facebook,Entertainment,"trailer, series finale, album drop",#MovieNight,Negative,-0.187,Regular User,18-24,Africa,683,9,0,0.0,0
P100933,2025-02-03,Instagram,Politics,budget,#Democracy,Negative,-0.331,Regular User,35-44,,1032,44,3,1.0,0
P101484,2025-05-10,LinkedIn,Sports,"injury update, transfer news, world cup",#Championship,Positive,0.618,Regular User,18-24,Europe,880,35,2,0.0,0
P101945,2025-12-26,TikTok,Health & Wellness,sleep health,#Nutrition,Negative,-0.988,Regular User,18-24,Southeast Asia,985,31,2,0.0,0
P107945,2025-12-15,TikTok,Technology,cloud computing,"#Gadgets, #TechNews, #Innovation",Positive,0.349,Regular User,18-24,South Asia,1096,111,6,1.0,0
P105362,2025-09-04,TikTok,Business & Finance,"inflation, stock market, crypto","  #layoffs, #stockmarket ",Neutral,-0.022,Regular User,13-17,Africa,1462,15,0,0.0,0
P106549,2025-03-12,YouTube,Politics,voting,#Budget2025,Negative,-0.171,Regular User,35-44,South Asia,1214,47,3,1.0,0
P108977,2025-08-29,Twitter/X,Sports,match result,"#Sports, #Championship",POSITIVE,0.322,Regular User,45-54,,1494,12,1,0.0,0
P102336,2025-02-11,Instagram,Education,student loans,"#Exams, #OnlineLearning, #StudentLife",POSITIVE,0.322,Regular User,45-54,South America,1765,76,4,0.0,0
P106514,2025-06-19,YouTube,Business & Finance,layoffs,"#IPO, #Layoffs, #StockMarket",Neutral,-0.147,Regular User,13-17,Middle East,238,8,0,0.0,0
P110488,2025-03-31,LinkedIn,Politics,"campaign, election","#PolicyReform, #Government",Negative,-0.305,Macro-Influencer,45-54,South Asia,259139,5034,383,148.0,43
P101141,2025-12-24,Instagram,Climate & Environment,"renewable energy, climate change, sustainability",#RenewableEnergy,Negative,-0.247,Macro-Influencer,25-34,Australia/Oceania,177557,9709,227,136.0,68
P104213,2025-09-02,Facebook,Technology,"robotics, data privacy, cybersecurity",#5G,Positive,0.342,Regular User,45-54,Africa,787,41,5,0.0,0
P104871,2025-01-17,LinkedIn,Climate & Environment,"heatwave, carbon emissions, flooding",#Conservation,Negative,-0.3,Regular User,35-44,South America,1154,11,1,0.0,0
P105720,2025-01-03,LinkedIn,Entertainment,"series finale, album drop",#AwardSeason,Positive,0.493,Regular User,13-17,Australia/Oceania,1330,17,1,0.0,0
P101499,2025-04-15,YouTube,Technology,app update,"#Innovation, #TechNews",Neutral,0.023,Regular User,55+,Europe,1215,39,4,0.0,0
P102238,2025-11-19,Facebook,Entertainment,"award show, movie release, concert","#Concert, #MovieNight",Positive,0.189,Regular User,35-44,Australia/Oceania,1910,55,3,0.0,1
P106396,2025-05-23,Facebook,Education,"school reopening, online learning","#StudentLife, #Education, #Exams",Positive,0.34,Regular User,18-24,Middle East,1255,26,1,0.0,0
P103272,2025-08-07,LinkedIn,Business & Finance,"earnings report, stock market","  #ipo, #inflation ",Negative,-0.555,Regular User,35-44,South America,804,17,1,0.0,0
P100689,2025-03-20,Twitter/X,Business & Finance,"IPO, crypto","  #stockmarket, #layoffs, #economy ",Negative,-1.0,Regular User,35-44,Australia/Oceania,1187,183,16,2.0,2
P106781,2025-07-28,LinkedIn,Climate & Environment,renewable energy,#RenewableEnergy,Negative,-0.882,Regular User,25-34,South America,1073,87,4,0.0,0
P102728,2025-04-08,Facebook,Entertainment,award show,#NewAlbum,Negative,-0.513,Regular User,45-54,Africa,666,26,2,0.0,0
P103915,2025-04-16,LinkedIn,Politics,"reform, budget",#Budget2025,Neutral,0.03,Macro-Influencer,18-24,South Asia,170553,412,42,4.0,0
P111212,2025-02-25,Instagram,Climate & Environment,"sustainability, climate change","#ClimateChange, #ClimateAction, #GoGreen",Negative,-0.73,Regular User,13-17,Europe,167,26,2,0.0,0
P110540,2025-12-04,Twitter/X,Climate & Environment,"heatwave, conservation",#GoGreen,Neutral,-0.078,Regular User,55+,Middle East,1287,25,2,0.0,0
P103183,2025-05-03,LinkedIn,Entertainment,"concert, celebrity, series finale","#StreamingNow, #Concert",Positive,0.413,Regular User,18-24,Southeast Asia,1439,30,1,0.0,0
P106560,2025-05-25,Twitter/X,Sports,coach,"#WorldCup, #Transfer",Positive,0.47,Brand Account,25-34,South America,1770621,29285,1807,543.0,202
P109261,2025-03-26,TikTok,Health & Wellness,vaccine,#Nutrition,Positive,0.315,Verified/Celebrity,35-44,Southeast Asia,13713939,930052,89361,13771.0,15599
P102368,2025-12-01,Facebook,Health & Wellness,"yoga, public health, fitness routine","#MentalHealthMatters, #PublicHealth",Positive,0.351,Regular User,18-24,South America,181,13,0,0.0,0
P102185,2025-02-14,TikTok,Climate & Environment,flooding,"  #gogreen, #conservation ",Negative,-0.416,Micro-Influencer,18-24,North America,10653,1879,113,42.0,27
P101768,2025-05-15,Twitter/X,Education,"scholarship, student loans, exam results","#OnlineLearning, #Education, #StudentLife",Negative,-0.182,Micro-Influencer,45-54,Australia/Oceania,10838,167,18,3.0,3
P102189,2025-08-30,LinkedIn,Politics,protest,"#PolicyReform, #Democracy, #Budget2025",Neutral,-0.085,Regular User,45-54,Africa,1008,15,0,0.0,0
P105532,2025-10-15,LinkedIn,Health & Wellness,public health,"#Yoga, #Fitness, #PublicHealth",Negative,-0.508,Micro-Influencer,35-44,South Asia,45749,1321,157,35.0,12
P111826,2025-10-29,TikTok,Entertainment,"trailer, movie release, concert",#StreamingNow,Neutral,0.084,Micro-Influencer,25-34,Europe,49351,1968,225,14.0,19
P109652,2025-12-29,LinkedIn,Education,scholarship,#Education,Positive,0.486,Regular User,55+,,462,19,2,0.0,0
P101245,2025-07-21,LinkedIn,Climate & Environment,"carbon emissions, conservation",#ClimateChange,Neutral,0.11,Micro-Influencer,18-24,Australia/Oceania,13149,28,1,0.0,0
P107832,2025-05-03,Twitter/X,Education,edtech,"#Scholarship, #Exams",Neutral,0.022,Regular User,45-54,Africa,819,8,0,0.0,0
P108589,2025-03-21,Instagram,Technology,"ChatGPT, cloud computing, 5G","#StartupLife, #5G, #AI",Neutral,-0.078,Regular User,35-44,South Asia,1065,27,1,,0
P109834,2025-05-27,Facebook,Health & Wellness,"fitness routine, sleep health","#PublicHealth, #Fitness, #Wellness",Neutral,-0.061,Regular User,35-44,Europe,1132,42,3,0.0,0
P111423,2025-03-02,LinkedIn,Education,"student loans, exam results",#StudentLife,Negative,-0.401,Regular User,25-34,North America,232,14,0,0.0,0
P111148,2025-09-21,Facebook,Politics,government,"#Protest, #PolicyReform, #Vote",Negative,-0.443,Micro-Influencer,18-24,South Asia,49090,1189,121,17.0,21
P108925,2025-01-15,Twitter/X,Sports,"coach, championship","#Sports, #Championship, #WorldCup",Neutral,0.037,Regular User,25-34,South Asia,60,6,0,0.0,0
P102410,2025-09-03,TikTok,Entertainment,"box office, album drop, celebrity","#MovieNight, #Concert, #NewAlbum",POSITIVE,0.981,Micro-Influencer,18-24,Southeast Asia,9457,376,43,5.0,1
P102117,2025-02-04,YouTube,Entertainment,"streaming, concert, movie release","#CelebNews, #MovieNight, #AwardSeason",Positive,0.523,Micro-Influencer,25-34,North America,15504,2736,384,53.0,30
P108097,2025-05-23,Instagram,Technology,"ChatGPT, cybersecurity, data privacy","#Gadgets, #TechNews, #CyberSecurity",Negative,-0.35,Brand Account,25-34,South Asia,862387,28300,1700,707.0,103
P104578,2025-10-17,Facebook,Politics,"election, legislation","#Government, #Democracy",Negative,-0.391,Regular User,18-24,North America,1080,32,2,0.0,0
P109224,2025-11-24,Facebook,Technology,"ChatGPT, AI","#TechNews, #FutureTech, #Gadgets",Neutral,0.128,Macro-Influencer,35-44,South America,196960,2561,51,12.0,14
P100749,2025-02-15,YouTube,Health & Wellness,"vaccine, wellness tips","  #yoga, #wellness, #publichealth ",Positive,0.15,Regular User,35-44,Middle East,1833,43,3,0.0,0
P101082,2025-02-08,Facebook,Sports,"transfer news, world cup, league table","#GameDay, #WorldCup",Negative,-0.322,Regular User,18-24,Australia/Oceania,1753,14,0,0.0,0
P100667,2025-11-24,LinkedIn,Health & Wellness,"vaccine, yoga, public health","#MentalHealthMatters, #Nutrition",Negative,-0.343,Regular User,35-44,Europe,412,12,0,0.0,0
P110509,2025-03-08,Twitter/X,Education,"scholarship, exam results, student loans",#Education,Positive,0.344,Regular User,18-24,Africa,1674,56,2,,0
P108412,2025-05-11,Instagram,Health & Wellness,fitness routine,"#Yoga, #PublicHealth, #MentalHealthMatters",Negative,-0.252,Regular User,35-44,South America,1496,26,0,0.0,0
P110627,2025-09-05,TikTok,Education,"online learning, curriculum","#OnlineLearning, #Exams",Negative,-0.162,Regular User,45-54,Southeast Asia,1361,37,4,0.0,0
P106727,2025-10-29,LinkedIn,Sports,"coach, league table","  #matchday, #teamspirit ",Positive,0.563,Regular User,25-34,South Asia,1772,17,0,0.0,0
P101580,2025-02-28,TikTok,Sports,"match result, championship",#Sports,Positive,0.166,Regular User,35-44,Africa,1087,23,1,0.0,0
P103410,2025-02-14,Twitter/X,Politics,"government, legislation","#Election2025, #Protest",Neutral,-0.05,Regular User,35-44,South America,501,8,0,0.0,0
P110731,2025-10-24,Instagram,Politics,voting,#Protest,Negative,-0.531,Regular User,45-54,Middle East,91,16,1,0.0,0
P104589,2025-10-22,TikTok,Technology,ChatGPT,#AI,Positive,0.859,Micro-Influencer,25-34,South Asia,23404,2932,364,22.0,45
P111473,2025-10-14,LinkedIn,Sports,"coach, league table, match result",#TeamSpirit,Positive,0.259,Regular User,25-34,North America,1887,23,0,0.0,0
P102521,2025-10-05,TikTok,Climate & Environment,"flooding, renewable energy, sustainability",#ClimateAction,Neutral,0.006,Regular User,13-17,Southeast Asia,1135,29,1,0.0,0
P109185,2025-03-09,Twitter/X,Health & Wellness,"fitness routine, public health",#Fitness,Negative,-0.266,Regular User,25-34,South America,1501,39,1,0.0,0
P102373,2025-08-20,TikTok,Health & Wellness,"fitness routine, public health, nutrition","#MentalHealthMatters, #Wellness, #Fitness",Neutral,0.062,Micro-Influencer,18-24,Europe,43804,1105,90,17.0,9
P103302,2025-05-19,Twitter/X,Business & Finance,"interest rates, crypto",  #inflation ,Positive,0.66,Regular User,25-34,South America,218,19,0,0.0,0
P110805,2025-06-12,YouTube,Politics,voting,#Protest,Negative,-0.614,Macro-Influencer,13-17,Middle East,443453,61661,5542,356.0,583
P110516,2025-07-08,YouTube,Education,"school reopening, exam results","#OnlineLearning, #EdTech",Positive,0.471,Regular User,18-24,Africa,656,75,5,0.0,0
P110213,2025-02-17,Twitter/X,Politics,"debate, reform, budget","#Election2025, #Government",Neutral,0.144,Regular User,,North America,1920,30,1,0.0,0
P104692,2025-01-03,LinkedIn,Climate & Environment,flooding,"#ClimateChange, #Conservation, #RenewableEnergy",Negative,-0.859,Verified/Celebrity,35-44,Africa,2468076,21561,435,414.0,417
P100515,2025-04-02,Instagram,Climate & Environment,"flooding, carbon emissions","#ClimateAction, #Conservation",Negative,-0.886,Regular User,25-34,South Asia,651,78,3,0.0,1
P103293,2025-11-18,TikTok,Entertainment,series finale,"#CelebNews, #AwardSeason",Neutral,0.101,Regular User,25-34,Africa,1342,54,3,0.0,0
P108180,2025-09-10,Facebook,Sports,"transfer news, championship",#Championship,Positive,0.384,Regular User,25-34,Southeast Asia,1543,134,14,2.0,0
P109526,2025-06-06,TikTok,Education,scholarship,"#Education, #EdTech, #Exams",Positive,0.396,Regular User,18-24,South America,1655,529,58,1.0,8
P108128,2025-04-21,Facebook,Politics,budget,"#PolicyReform, #Protest, #Vote",Negative,-0.183,Brand Account,25-34,Southeast Asia,863461,374,16,7.0,1
P105882,2025-06-07,Instagram,Technology,"app update, data privacy, gadgets",#StartupLife,Neutral,-0.016,Macro-Influencer,55+,Europe,90780,2713,224,44.0,13
P103805,2025-11-08,Instagram,Entertainment,"box office, series finale, movie release","#BoxOffice, #NewAlbum",Positive,0.637,Micro-Influencer,18-24,South Asia,33265,145,9,0.0,0
P107570,2025-09-02,Instagram,Technology,gadgets,"#TechNews, #CyberSecurity, #5G",Positive,0.35,Regular User,35-44,Africa,1680,74,6,0.0,0
P106447,2025-03-20,Instagram,Climate & Environment,"climate change, carbon emissions","#RenewableEnergy, #Conservation, #GoGreen",Positive,0.193,Regular User,18-24,Australia/Oceania,1116,27,2,0.0,0
P107932,2025-12-07,Instagram,Sports,championship,#GameDay,Positive,0.247,Regular User,45-54,Southeast Asia,1334,44,2,0.0,0
P109722,2025-02-01,TikTok,Politics,"government, legislation","#Vote, #PolicyReform",Negative,-0.184,Regular User,18-24,Southeast Asia,404,52,3,0.0,0
P106697,2025-10-06,Instagram,Sports,"coach, world cup",  #championship ,Positive,0.229,Regular User,25-34,Australia/Oceania,790,76,6,1.0,1
P111880,2025-09-26,TikTok,Technology,data privacy,"#CyberSecurity, #AI",Positive,0.567,Regular User,,Middle East,1558,85,13,0.0,1
P105074,2025-11-19,YouTube,Entertainment,"album drop, award show",#BoxOffice,Neutral,0.099,Regular User,18-24,Southeast Asia,1658,40,3,0.0,0
P101406,2025-09-06,Twitter/X,Health & Wellness,public health,"  #fitness, #yoga, #publichealth ",Positive,0.208,Regular User,45-54,,1497,18,2,0.0,0
P108748,2025-01-22,Twitter/X,Health & Wellness,"sleep health, public health","#MentalHealthMatters, #Wellness",Negative,-0.21,Regular User,25-34,South America,1517,41,2,0.0,0
P108313,2025-06-07,YouTube,Entertainment,"album drop, concert, streaming","#Concert, #MovieNight",Positive,0.522,Regular User,13-17,Africa,886,25,3,0.0,0
P102487,2025-06-01,TikTok,Sports,"league table, world cup, transfer news","#MatchDay, #WorldCup",Negative,-0.318,Micro-Influencer,18-24,Africa,13304,561,50,3.0,10
P100742,2025-04-04,Facebook,Entertainment,"celebrity, movie release, award show","  #newalbum, #movienight ",Positive,0.763,Micro-Influencer,18-24,South America,29956,639,21,8.0,11
P110752,2025-12-10,Facebook,Climate & Environment,sustainability,"#ClimateChange, #Sustainability, #GoGreen",Positive,0.287,Verified/Celebrity,25-34,North America,16369860,238098,31417,545.0,4586
P105500,2025-07-10,Facebook,Entertainment,"movie release, streaming","#MovieNight, #StreamingNow, #AwardSeason",Neutral,0.091,Macro-Influencer,25-34,Africa,341774,3073,163,49.0,18
P111598,2025-05-30,Instagram,Education,"exam results, scholarship","#Scholarship, #Education, #Exams",Neutral,-0.082,Regular User,18-24,South Asia,725,51,2,0.0,0
P103283,2025-05-29,LinkedIn,Sports,championship,"#Championship, #GameDay, #WorldCup",Positive,0.946,Regular User,25-34,,209,24,2,0.0,0
P103600,2025-03-30,Instagram,Entertainment,"streaming, trailer","  #streamingnow, #concert ",Positive,0.506,Regular User,18-24,South America,958,51,6,0.0,0
P103331,2025-08-03,LinkedIn,Entertainment,streaming,"#NewAlbum, #CelebNews, #AwardSeason",Neutral,0.073,Regular User,25-34,Australia/Oceania,969,16,0,0.0,0
P101583,2025-02-13,LinkedIn,Entertainment,"celebrity, concert","#BoxOffice, #CelebNews",Positive,0.316,Micro-Influencer,18-24,Africa,49003,739,100,4.0,10
P109564,2025-07-23,Twitter/X,Education,scholarship,#OnlineLearning,Neutral,0.033,Regular User,25-34,Middle East,720,10,0,0.0,0
P103277,2025-12-02,TikTok,Business & Finance,"crypto, earnings report",#Inflation,Positive,0.244,Regular User,25-34,Africa,1000,27,2,0.0,0
P102036,2025-01-09,YouTube,Entertainment,"concert, series finale, movie release","#BoxOffice, #AwardSeason, #StreamingNow",Positive,0.226,Regular User,18-24,Middle East,462,58,7,1.0,0
P108085,2025-10-22,Twitter/X,Climate & Environment,"heatwave, climate change",#GoGreen,Negative,-0.794,Regular User,13-17,North America,299,39,2,0.0,0
P111815,2025-04-10,Instagram,Health & Wellness,nutrition,#Nutrition,Positive,0.245,Regular User,18-24,South Asia,1968,342,29,3.0,4
P104530,2025-02-13,TikTok,Climate & Environment,"heatwave, carbon emissions",#RenewableEnergy,NEGATIVE,-0.785,Regular User,45-54,Middle East,254,28,3,0.0,0
P109908,2025-04-26,Facebook,Health & Wellness,"fitness routine, nutrition","#Yoga, #Wellness, #MentalHealthMatters",Neutral,0.125,Regular User,45-54,Middle East,1599,46,2,0.0,0
P111010,2025-01-21,Instagram,Technology,"5G, startup","#CyberSecurity, #FutureTech",POSITIVE,0.706,Micro-Influencer,25-34,South America,2176,132,16,0.0,2
P102193,2025-01-06,TikTok,Health & Wellness,"wellness tips, nutrition, yoga",#SelfCare,Negative,-0.248,Regular User,35-44,North America,1749,481,19,1.0,7
P109941,2025-11-10,Twitter/X,Sports,injury update,"  #sports, #championship, #transfer ",Negative,-0.278,Micro-Influencer,45-54,South Asia,5390,236,14,4.0,2
P101566,2025-11-10,LinkedIn,Technology,"cybersecurity, AI, cloud computing","#Innovation, #Gadgets",Positive,0.166,Regular User,18-24,Europe,1825,18,2,0.0,0
P100590,2025-05-19,Instagram,Business & Finance,"startup funding, stock market","#IPO, #Economy",Neutral,-0.001,Regular User,13-17,North America,1119,26,0,0.0,0
P101178,2025-10-18,Facebook,Health & Wellness,"wellness tips, mental health, fitness routine","#SelfCare, #Wellness",Neutral,-0.051,Regular User,35-44,South Asia,1523,53,4,0.0,0
